,lat_dd_mod,lon_dd_mod,total_cons_ann,hh_size,cons_pp
108,7.22388701369,38.602865316,471303.005859375,62,7601.661384828629
109,7.22604668328,35.2944712687,152451.333984375,41,3718.3252191310976
110,7.25810515348,35.3135608448,258773.8984375,78,3317.6140825320513
111,7.25898773197,40.6146233206,503096.3759765625,73,6891.73117776113
112,7.26850368689,38.6020916798,284717.5908203125,80,3558.9698852539063
113,7.27442629343,35.2563379766,264546.0234375,45,5878.800520833333
114,7.27556859449,35.3761222945,268363.1280517578,44,6099.162001176314
115,7.27673837537,38.1157382755,196758.4580078125,63,3123.1501271081347
116,7.28374522639,37.7571481782,259861.828125,69,3766.1134510869565
117,7.30240486926,35.1983637711,125524.2373046875,50,2510.48474609375
118,7.31318183469,36.5951905108,124021.7734375,56,2214.6745256696427
119,7.34918791893,38.8049340076,283833.55859375,74,3835.5886296452704
120,7.37676330298,37.8935648714,325685.77734375,73,4461.449004708904
121,7.38160282799,37.6033985811,269533.50341796875,69,3906.282658231431
122,7.40568344221,38.0810753873,223727.8330078125,66,3389.8156516335225
123,7.42843060501,38.9573869302,322344.248046875,64,5036.628875732422
124,7.43667493729,41.0005629905,265378.0710449219,69,3846.0590006510415
125,7.442807492,37.8659104876,201636.2099609375,76,2653.108025801809
126,7.44867719122,35.868074501,149703.44189453125,37,4046.0389701224663
127,7.45285491176,37.135765213,8426.0,1,8426.0
128,7.47556744642,36.4429756569,264049.822265625,69,3826.8090183423915
129,7.51326045706,37.6461378355,305224.3505859375,66,4624.611372514205
130,7.54390699281,37.862935178,382967.15234375,41,9340.662252286585
131,7.54783077574,37.0818248622,230253.97265625,59,3902.6097060381358
132,7.58861044429,39.7945944298,251217.490234375,51,4925.83314185049
133,7.64691311056,34.2562839247,469795.859375,42,11185.615699404761
134,7.65816033645,38.0946319154,259490.8359375,68,3816.041704963235
135,7.66853940862,36.8415831395,631901.125,64,9873.455078125
136,7.66912376181,36.92553529,301810.1337890625,92,3280.54493248981
137,7.67211701378,35.8400122926,329753.78125,69,4779.040307971014
138,7.67723960482,36.8176577054,599420.12890625,71,8442.537026848591
139,7.6926289959,37.7336160957,331067.33984375,61,5427.333440061476
140,7.70538466173,37.6505389613,281987.1015625,71,3971.64931778169
141,7.73169598877,37.4985838007,336842.1494140625,65,5182.1869140625
142,7.77573960381,39.8661143537,244006.97265625,41,5951.389576981707
143,7.79120996652,38.3295082817,239876.14453125,69,3476.465862771739
144,7.79349904803,38.2505601834,245946.19921875,54,4554.559244791667
145,7.81991142387,37.828597498,240619.4990234375,48,5012.906229654948
146,7.82727102592,35.3924934526,275898.4228515625,46,5997.791801120924
147,7.83013692022,34.5080541478,119659.1806640625,48,2492.8995971679688
148,7.88005862562,36.0983250614,204968.9521484375,48,4270.186503092448
149,7.8891255011,37.5456591429,166699.505859375,54,3087.027886284722
150,7.92925133102,38.7168656746,186035.66796875,30,6201.188932291667
151,7.9697354732,36.6697798545,359763.0,59,6097.677966101695
152,7.97698683396,37.4779072445,387581.05078125,70,5536.872154017857
153,7.97824604282,39.132120088,222526.2783203125,25,8901.0511328125
154,7.98501581104,38.1539348643,139538.89208984375,61,2287.5228211449794
155,8.00671193105,34.5566341877,246096.5703125,41,6002.35537347561
156,8.07346204202,36.4978704647,299357.666015625,31,9656.698903729839
157,8.07578959014,38.4395969167,149156.51123046875,60,2485.941853841146
158,8.08842299138,39.0349251986,146279.00830078125,71,2060.267722546215
159,8.0938276118,36.4574609552,164309.14453125,37,4440.787690033784
160,8.11332653211,38.7753045688,231818.09692382812,57,4066.9841565583883
161,8.11835892139,37.711581489,162425.3671875,67,2424.2592117537315
162,8.11992331839,38.3685641109,457701.203125,44,10402.300071022728
163,8.13327890849,38.2086730522,213631.3427734375,66,3236.838526870265
164,8.14928030946,38.8306181132,228809.7392578125,47,4868.292324634309
165,8.1679123876,37.7464125492,10660.0,2,5330.0
166,8.16863199454,38.6464528783,312264.171875,80,3903.3021484375
167,8.16979824749,35.6406321333,366934.830078125,66,5559.618637547348
168,8.17949664228,37.9272178152,239661.74853515625,60,3994.3624755859373
169,8.18930636005,36.4699847397,362285.2802734375,58,6246.297935748922
170,8.19726994714,34.2016617219,114298.720703125,25,4571.948828125
171,8.20429943583,37.7931347282,171287.6650390625,36,4757.990695529514
172,8.24696450208,34.5963960166,379836.0,35,10852.457142857143
173,8.26683229052,34.6093207764,36203.0,4,9050.75
174,8.27575877219,33.980758515,202256.666015625,73,2770.639260488014
175,8.29381741375,34.56500735,21794.0,3,7264.666666666667
176,8.39113691338,35.9322387334,332158.0,50,6643.16
177,8.39200458575,33.4683567701,297421.078125,61,4875.75537909836
178,8.40007079517,33.938508848,115222.40625,42,2743.390625
179,8.4492897561,36.1827782933,352963.48046875,38,9288.512643914473
180,8.45450852256,36.3484995508,544924.4716796875,62,8789.104381930443
181,8.46646303095,37.4369214482,318437.16552734375,45,7076.381456163194
182,8.51788221341,39.2833632713,702264.9765625,39,18006.794270833332
183,8.53392278709,39.268270967,292340.068359375,41,7130.245569740854
184,8.54030510688,39.2492407706,254751.333984375,39,6532.085486778846
185,8.54132289589,39.2718889911,481921.0,42,11474.309523809523
186,8.55172513537,39.2673656876,368915.0,48,7685.729166666667
187,8.57190296323,40.3175172324,345095.5041503906,51,6766.578512752757
188,8.5770997227,39.1537952229,4598.0,1,4598.0
189,8.60554270703,37.0987071741,17764.0,3,5921.333333333333
190,8.61492078832,34.6514363264,274137.6240234375,63,4351.390857514881
191,8.63334290818,36.6806962392,32540.375,6,5423.395833333333
192,8.6361010406,38.1519350254,399858.921875,72,5553.596137152777
193,8.64302754866,37.0632145326,297998.4558105469,52,5730.739534818209
194,8.65230864709,40.6178499401,283688.17822265625,68,4171.884973862592
195,8.6536780825,36.6077474888,398109.7265625,60,6635.162109375
196,8.66161555833,35.6426976235,209273.41357421875,65,3219.590978064904
197,8.68349171525,38.8054367657,270833.8212890625,48,5642.371276855469
198,8.72042840438,37.9114568164,416230.109375,52,8004.425180288462
199,8.72717898314,39.1876998149,349997.591796875,52,6730.722919170673
200,8.73814791477,39.840529416,224190.35009765625,51,4395.889217601103
201,8.74304517464,36.4844481911,274197.951171875,47,5833.998961103724
202,8.7688653041,35.5671754136,110012.16918945312,71,1549.4671716824384
203,8.82166292432,38.3469271782,352495.396484375,34,10367.511661305147
204,8.84115434604,37.9135797978,27459.705078125,54,508.51305700231484
205,8.84297565884,43.8706580642,310841.048828125,68,4571.19189453125
206,8.88268075989,38.7810019873,591331.869140625,59,10022.574053230932
207,8.89111413132,40.7670932528,370665.666015625,53,6993.691811615566
208,8.89876421903,40.2744651027,321748.4580078125,60,5362.474300130209
209,8.93203319681,38.6507034039,449470.68359375,41,10962.699599847561
210,8.93900132215,40.4714489125,192839.34033203125,59,3268.463395458157
211,8.95426101301,38.7769014146,880706.998046875,55,16012.854509943181
212,8.95748548658,38.7621280316,274006.2431640625,35,7828.7498046875
213,8.95803069867,38.7480862349,423357.0,49,8639.938775510203
214,8.96405834565,38.7219020653,727779.77734375,66,11026.966323390152
215,8.97089097863,38.6245563425,333953.0546875,51,6548.0991115196075
216,8.98085326767,38.6959824984,506338.7158203125,40,12658.467895507812
217,8.9897508421,38.7736534474,637670.58984375,55,11594.010724431819
218,9.00397364652,39.0027426232,273990.53076171875,45,6088.678461371528
219,9.0093694062,40.7218752036,203220.88232421875,43,4726.067030795785
220,9.01383467168,38.7413344572,456964.244140625,57,8016.9165638706145
221,9.01525667835,38.8137498499,752884.33203125,67,11237.07958255597
222,9.01530115929,35.046540828,394920.61328125,72,5485.008517795139
223,9.01870882345,38.7899967067,297364.0009765625,46,6464.434803838315
224,9.02011593,38.7333793622,552866.9741210938,50,11057.339482421876
225,9.02357448302,38.7842487086,409087.3154296875,50,8181.74630859375
226,9.0308423142,36.4037942076,202669.955078125,59,3435.083984375
227,9.03382222055,40.4755212807,0.0,1,0.0
228,9.03417992657,38.8425680751,632664.666015625,49,12911.523796237245
229,9.03750881969,38.7378110164,414217.66796875,56,7396.744070870535
230,9.03815880629,43.2537267944,285122.2392578125,59,4832.580326403601
231,9.04756694903,38.7182422373,423136.7829589844,61,6936.668573098104
232,9.05293496286,38.7351170883,543496.83984375,67,8111.8931319962685
233,9.0560702976,38.5868125112,186312.28515625,48,3881.5059407552085
234,9.06107183279,38.7917785847,354983.5866699219,41,8658.136260241998
235,9.06263842723,41.6874705216,206745.0,63,3281.6666666666665
236,9.06615498369,38.4935503457,401352.24609375,29,13839.732623922413
237,9.06748034312,43.5342684053,112639.669921875,43,2619.527207485465
238,9.07117082101,40.6909795959,12276.0,1,12276.0
239,9.07181262124,38.7299290459,288717.86328125,36,8019.940646701389
240,9.07702977605,35.6156340346,196811.205078125,67,2937.4806728078356
241,9.09607306007,43.2041452368,299927.83203125,60,4998.797200520833
242,9.09775450936,41.6496397471,13968.0,1,13968.0
243,9.11310120642,43.1741768096,274615.0,58,4734.741379310345
244,9.12101610861,41.6645574137,21122.0,5,4224.4
245,9.13816237549,39.9472275908,20946.0,3,6982.0
246,9.15084358304,43.348816114,127745.98217773438,62,2060.4190673828125
247,9.15085019484,41.8440556364,364934.0,40,9123.35
248,9.16400260905,35.8283481751,257177.3994140625,34,7564.041159237132
249,9.18318556596,42.0206883252,416840.70703125,65,6412.933954326923
250,9.21265435402,39.9877972501,46545.2734375,8,5818.1591796875
251,9.22079544864,42.4952242973,262460.150390625,33,7953.337890625
252,9.23975778401,42.4419432943,289747.41796875,53,5466.932414504717
253,9.2463064163,42.2173944859,277698.099609375,69,4024.6101392663045
254,9.24924684111,40.0598560794,200927.611328125,43,4672.7351471656975
255,9.26445855436,42.1477441163,359609.51953125,53,6785.085274174528
256,9.27305633369,42.132216294,576965.9609375,64,9015.093139648438
257,9.30185627536,42.5964917162,393746.125,53,7429.172169811321
258,9.3102972075,42.1842178725,178158.1005859375,62,2873.5177513860885
259,9.31507331624,42.1446521473,487483.22705078125,56,8705.057625906808
260,9.32340832355,43.2784116014,267992.10546875,59,4542.239075741525
261,9.33257557657,42.2485029939,611401.751953125,92,6645.671216881793
262,9.33726350871,42.2004270507,500221.78125,64,7815.96533203125
263,9.33777604196,42.0807314664,504118.66796875,72,7001.648166232639
264,9.33809911164,42.0999509753,606402.671875,118,5139.005693855932
265,9.35629919036,40.2364697018,88390.861328125,26,3399.6485126201924
266,9.35643823488,36.3910724637,54842.0,5,10968.4
267,9.35810274536,35.5751653852,171347.8759765625,66,2596.179939038826
268,9.36029530834,42.0920688567,496953.26171875,64,7764.894714355469
269,9.36610452418,37.8682114329,11618.7998046875,6,1936.4666341145833
270,9.36663445547,36.2748855694,9010.900390625,3,3003.6334635416665
271,9.36858838017,42.7944752525,556489.0,45,12366.422222222222
272,9.37107710036,42.1031932694,615429.095703125,72,8547.62632921007
273,9.3723549327,38.3223627848,542272.568359375,66,8216.251035748106
274,9.37406026468,41.5884594299,253696.5517578125,63,4026.9293929811506
275,9.38880972769,35.6143908552,180554.4169921875,58,3113.007189520474
276,9.38997204639,34.4111180012,57998.0,3,19332.666666666668
277,9.39137371981,36.2194348147,104193.15466308594,47,2216.875631129488
278,9.39557531186,41.9957488101,0.0,2,0.0
279,9.40053953262,42.8585260119,587052.453125,56,10483.079520089286
280,9.47303240515,41.7186492241,255632.58056640625,52,4916.011164738582
281,9.47651243141,34.4209015528,138006.89282226562,58,2379.4291865907867
282,9.51321818808,41.8161343197,366057.181640625,67,5463.540024486941
283,9.51787068443,40.1647901335,169460.498046875,34,4984.132295496323
284,9.51889280492,40.1625868767,33247.18359375,6,5541.197265625
285,9.52188677883,40.1427353618,26120.5859375,4,6530.146484375
286,9.52263568005,41.8797838579,14339.0,1,14339.0
287,9.5268552421,41.940878737,247995.1240234375,60,4133.252067057291
288,9.52795862829,40.122894727,17838.166015625,3,5946.055338541667
289,9.55091666159,42.0823653656,353473.15234375,48,7364.024007161458
290,9.55152585441,41.358379098,258864.412109375,58,4463.179519127155
291,9.55192525075,41.7853673729,339405.8642578125,55,6171.015713778409
292,9.55408199803,39.5793387065,298466.447265625,63,4737.5626550099205
293,9.56278453335,40.1019937951,30314.55078125,6,5052.425130208333
294,9.56552604162,41.5231782329,112143.61328125,44,2548.7184836647725
295,9.56789007387,41.9822667431,265817.20703125,59,4505.376390360169
296,9.56898165487,41.8673487349,223160.201171875,58,3847.5896753771553
297,9.57652390818,40.1500767563,28670.484375,6,4778.4140625
298,9.58084854582,41.8521195965,249928.7265625,33,7573.597774621212
299,9.59210935206,41.874381517,765100.0,62,12340.322580645161
300,9.59216564305,41.8881885833,45036.0,4,11259.0
301,9.59312086698,41.8806429111,368388.0,51,7223.294117647059
302,9.59512477587,41.8583147026,386232.2587890625,48,8046.505391438802
303,9.59668925373,41.8551594457,245819.19921875,34,7229.976447610294
304,9.59938921646,41.8323414658,66544.0,2,33272.0
305,9.60099488598,41.8533743345,57672.0,4,14418.0
306,9.60298076521,42.0803290584,563071.501953125,75,7507.620026041666
307,9.60370084541,41.8458991657,215275.978515625,22,9785.271750710228
308,9.60399940648,41.8653874632,268751.92578125,45,5972.265017361111
309,9.61257094668,39.7830434463,159557.4951171875,36,4432.152642144098
310,9.61620020371,41.8498560874,31014.0,4,7753.5
311,9.61703828694,41.7918254092,37383.83984375,6,6230.639973958333
312,9.62033298025,34.5342648788,175231.8115234375,54,3245.033546730324
313,9.62049249822,41.820759451,56197.421875,2,28098.7109375
314,9.62676698518,41.625560872,15008.0,3,5002.666666666667
315,9.63095228353,42.146104574,299302.5283203125,39,7674.423803084936
316,9.66381415681,41.7895497706,233994.82421875,59,3966.013969809322
317,9.66572734969,39.5581581156,29367.0,2,14683.5
318,9.67897313862,39.913593504,150827.6171875,76,1984.573910361842
319,9.69228109533,34.7921192525,5372.71142578125,7,767.5302036830357
320,9.73443000378,34.7285555289,271465.71044921875,54,5027.142786096643
321,9.74422788621,34.7872968911,114747.64428710938,51,2249.9538095511643
322,9.74677172525,42.3089673942,351834.52734375,54,6515.454210069444
323,9.75488202595,34.7602016893,7936.0,5,1587.2
324,9.7591387282,37.044814049,268570.755859375,48,5595.2240804036455
325,9.77979055862,38.658246372,232350.447265625,54,4302.786060474537
326,9.79007481406,37.5059416726,473426.7158203125,60,7890.445263671875
327,9.83705860887,34.9150151529,130771.3271484375,57,2294.2338096217104
328,9.8440806253,37.1271346597,163868.0244140625,47,3486.5537109375
329,9.84708661386,36.3422982077,338573.2424316406,53,6388.174385502653
330,9.89048905403,39.4845296,233931.0791015625,43,5440.257653524709
331,9.8912342367,38.3744314394,286618.578125,71,4036.8813820422533
332,9.91264985014,42.4725493546,270839.4365234375,62,4368.378008442541
333,9.99190626942,37.6925527139,113656.57763671875,46,2470.795166015625
334,10.0165864149,38.2492265926,300856.37890625,25,12034.25515625
335,10.0245110384,39.2131652933,188420.01220703125,34,5541.765064912684
336,10.0723776044,34.5525967064,6580.0,2,3290.0
337,10.0735747444,35.299088631,31171.0,4,7792.75
338,10.081237992,34.6831901825,132884.0751953125,41,3241.0750047637193
339,10.1249269842,39.6713085476,212431.85009765625,31,6852.640325730847
340,10.1255685035,39.3173063282,209372.3251953125,43,4869.123841751453
341,10.1771510236,38.9727796823,180006.060546875,57,3158.0010622258774
342,10.1813677297,35.281505142,101400.380859375,61,1662.3013255635246
343,10.1897627775,39.4619581961,40063.71484375,1,40063.71484375
344,10.3526409665,39.9574728242,512151.2021484375,56,9145.557181222099
345,10.3608222301,35.9589938306,9553.0,4,2388.25
346,10.4180717415,38.1697121297,201796.41162109375,43,4692.939805141715
347,10.4216173585,37.5765488785,169655.060546875,47,3609.682139295213
348,10.4376029071,38.3184384011,182191.78515625,29,6282.475350215517
349,10.4624101433,42.2434955736,178648.07763671875,43,4154.606456667878
350,10.4822087828,34.7861778123,301705.48828125,51,5915.793887867647
351,10.4981528016,42.594943322,202659.228515625,42,4825.2197265625
352,10.5023759921,36.0048077152,140258.21484375,41,3420.932069359756
353,10.5281537836,39.8131068222,139759.03051757812,42,3327.595964704241
354,10.5345284745,39.2707339047,23466.982421875,5,4693.396484375
355,10.5635333752,37.4897795586,335676.2783203125,48,6993.255798339844
356,10.5685626516,39.2356643786,167037.41455078125,36,4639.9281819661455
357,10.5723047065,36.0713716954,29372.0,3,9790.666666666666
358,10.5738928409,39.9354279996,212808.5048828125,38,5600.2238127055925
359,10.5773759639,37.0449675094,187904.92578125,42,4473.926804315476
360,10.5792188385,38.6062533111,61345.701171875015,46,1333.6021993885872
361,10.5794319268,37.798498412,158704.115234375,42,3778.669410342262
362,10.5883521237,39.9074958295,155820.1171875,43,3623.7236555232557
363,10.5892768292,37.4615982338,127423.68017578125,50,2548.473603515625
364,10.7206898499,39.8860291278,379342.5859375,69,5497.718636775362
365,10.7230135909,37.2593232874,17488.0,2,8744.0
366,10.7272867937,38.7178743781,9711.4482421875,3,3237.1494140625
367,10.7561984007,38.7696742804,185672.37890625,27,6876.754774305556
368,10.7927763733,37.144541492,150220.25634765625,51,2945.495222503064
369,10.821968586,36.347624252,7498.0,3,2499.3333333333335
370,10.8293373184,37.064423275,144243.55615234375,50,2884.871123046875
371,10.8585208676,36.8876491238,258452.80908203125,35,7384.365973772321
372,10.8605156445,36.3502141172,9996.0,1,9996.0
373,10.863651794,38.2487832426,183734.47705078125,38,4835.1178171258225
374,10.9070459818,38.0365174999,202138.61669921875,56,3609.618155343192
375,10.9346269955,37.0039728964,184151.78784179688,46,4003.2997356912365
376,10.9370696143,36.6547551047,169674.4921875,53,3201.405512971698
377,10.9436292122,40.0054371148,225553.73803710938,58,3888.8575523639547
378,10.9551945389,38.2846965084,170871.2412109375,62,2755.987761466734
379,10.9686100623,37.1784774038,188565.0,30,6285.5
380,10.9878391908,39.9234074653,78764.42468261719,65,1211.7603797325721
381,11.003906691,39.9387898351,330434.513671875,63,5244.992280505952
382,11.0268833144,38.9229352692,236886.24609375,45,5264.138802083334
383,11.0636624461,37.0703789795,151896.72314453125,45,3375.482736545139
384,11.0649986483,39.1176657526,15071.0,4,3767.75
385,11.0874300942,39.7843913054,216895.21875,55,3943.549431818182
386,11.09415308,39.7308806471,23436.0,4,5859.0
387,11.1106759092,39.6278996228,351907.39990234375,46,7650.160867442255
388,11.1136181517,40.017211804,215404.8427734375,55,3916.451686789773
389,11.115608637,36.3763433187,171324.18994140625,57,3005.6875428316885
390,11.1436010999,39.6325847592,524875.30078125,38,13812.507915296053
391,11.1437266727,39.6343515443,9708.0,1,9708.0
392,11.1913400617,36.9496969313,227912.560546875,68,3351.6553021599266
393,11.2140035523,40.2055920948,252407.759765625,60,4206.79599609375
394,11.2385732357,38.311340877,325511.93603515625,44,7397.9985462535515
395,11.2828210609,36.9596879306,180086.94140625,50,3601.738828125
396,11.3323287202,36.2720183518,209906.017578125,53,3960.4908977004716
397,11.3508873749,38.2271249275,23476.06640625,3,7825.35546875
398,11.3563674371,39.4349241782,115966.6561279297,36,3221.296003553603
399,11.3744751246,37.4523245003,344343.4602050781,44,7825.987731933594
400,11.3772201358,38.278018676,8668.0,1,8668.0
401,11.3962743181,37.042616257,248136.046875,64,3877.125732421875
402,11.4068193647,38.2392937807,295010.4189453125,41,7195.37607183689
403,11.4159600258,39.8485705676,166400.18432617188,47,3540.429453748338
404,11.5223288693,41.5692958857,301430.80712890625,66,4567.133441347064
405,11.5278035382,41.5207097044,490136.828125,67,7315.475046641791
406,11.5311102163,41.4141896542,225151.455078125,61,3691.0074602971313
407,11.5627562227,41.4373370222,349230.33203125,37,9438.657622466217
408,11.5643352872,41.433969488,38132.0,2,19066.0
409,11.5649164965,36.4628430612,221492.0,48,4614.416666666667
410,11.5722584501,41.4599988872,15226.0,3,5075.333333333333
411,11.5734898012,41.4562970482,17731.66796875,2,8865.833984375
412,11.5763195069,37.3667248025,741171.0,61,12150.344262295082
413,11.583427511,37.4126559043,283472.0,30,9449.066666666668
414,11.5896069125,37.3720338047,1026811.0,51,20133.549019607843
415,11.5926346487,40.8433732471,46224.0,7,6603.428571428572
416,11.6129324631,37.3210522163,15519.0,2,7759.5
417,11.6158919435,37.4626255675,8019.572265625,3,2673.1907552083335
418,11.6284538153,40.8825663765,276975.0,51,5430.882352941177
419,11.6454398842,38.4188571016,165923.40991210938,46,3607.0306502632475
420,11.6514708203,37.1032812474,131702.0830078125,44,2993.229159268466
421,11.6520715916,39.0267755553,6670.248046875,2,3335.1240234375
422,11.6549185473,39.0357534985,88854.88537597656,48,1851.143445332845
423,11.6692064259,39.6566031821,279697.6787109375,50,5593.95357421875
