,total_cons_ann,hh_size,lat_dd_mod,lon_dd_mod,cons_pp
92,6746.4482421875,3,14.2834679193,38.5730157222,2248.8160807291665
93,6136.7978515625,5,14.2834679193,38.5730157222,1227.3595703125
94,9446.0,2,14.2762502474,39.1567179226,4723.0
95,97689.0,4,14.2762502474,39.1567179226,24422.25
96,59222.91796875,7,14.2762502474,39.1567179226,8460.41685267857
97,22697.0,3,14.2762502474,39.1567179226,7565.666666666667
98,22377.0,7,14.2762502474,39.1567179226,3196.714285714286
99,25143.0,4,14.2762502474,39.1567179226,6285.75
100,79136.71875,5,14.2762502474,39.1567179226,15827.34375
101,51660.0,4,14.2762502474,39.1567179226,12915.0
102,37823.0,3,14.2762502474,39.1567179226,12607.666666666666
103,23956.94921875,1,14.2762502474,39.1567179226,23956.94921875
104,14096.0,2,14.2762502474,39.1567179226,7048.0
105,46748.0,1,14.2762502474,39.1567179226,46748.0
106,13915.48046875,7,14.3007959467,39.0594892637,1987.92578125
107,18782.28515625,8,14.3007959467,39.0594892637,2347.78564453125
108,6200.47998046875,1,14.3007959467,39.0594892637,6200.47998046875
109,20012.720703125,7,14.3007959467,39.0594892637,2858.9601004464284
110,10924.0,5,14.3007959467,39.0594892637,2184.8
111,29208.095703125,6,14.3007959467,39.0594892637,4868.015950520833
112,29064.0,8,14.3007959467,39.0594892637,3633.0
113,17398.0,4,14.3007959467,39.0594892637,4349.5
114,8949.046875,1,14.3007959467,39.0594892637,8949.046875
115,23290.0,7,14.3007959467,39.0594892637,3327.1428571428573
116,10234.0,3,14.3007959467,39.0594892637,3411.3333333333335
117,29081.884765625,6,14.1583566438,39.2258474475,4846.980794270833
118,6602.0,1,14.1583566438,39.2258474475,6602.0
119,4778.0,1,14.1583566438,39.2258474475,4778.0
120,16246.0,5,14.1583566438,39.2258474475,3249.2
121,48356.33203125,10,14.1583566438,39.2258474475,4835.633203125
122,13989.0,6,14.1583566438,39.2258474475,2331.5
123,13568.4287109375,1,14.1583566438,39.2258474475,13568.4287109375
124,7129.7998046875,2,14.1583566438,39.2258474475,3564.89990234375
125,64974.3671875,10,14.1583566438,39.2258474475,6497.43671875
126,24098.333984375,7,14.1583566438,39.2258474475,3442.619140625
127,74137.1875,7,14.1583566438,39.2258474475,10591.026785714286
128,4940.0,1,14.1583566438,39.2258474475,4940.0
129,18375.44140625,6,14.0859773206,38.9755077144,3062.5735677083335
130,12628.5263671875,1,14.0859773206,38.9755077144,12628.5263671875
131,17876.134765625,8,14.0859773206,38.9755077144,2234.516845703125
132,8452.04296875,7,14.0859773206,38.9755077144,1207.4347098214287
133,28780.16015625,6,14.0859773206,38.9755077144,4796.693359375
134,16610.931640625,6,14.0859773206,38.9755077144,2768.4886067708335
135,31908.29296875,3,14.0859773206,38.9755077144,10636.09765625
136,35043.640625,6,14.0859773206,38.9755077144,5840.606770833333
137,,5,14.0859773206,38.9755077144,
138,31374.474609375,4,14.0859773206,38.9755077144,7843.61865234375
139,19930.103515625,2,14.0859773206,38.9755077144,9965.0517578125
140,29128.47265625,3,14.0859773206,38.9755077144,9709.490885416666
141,11186.3466796875,1,13.985946938,38.6492990176,11186.3466796875
142,7271.66650390625,2,13.985946938,38.6492990176,3635.833251953125
143,10018.6669921875,3,13.985946938,38.6492990176,3339.5556640625
144,20675.333984375,6,13.985946938,38.6492990176,3445.8889973958335
145,12258.3330078125,2,13.985946938,38.6492990176,6129.16650390625
146,22891.80859375,6,13.985946938,38.6492990176,3815.3014322916665
147,8634.6669921875,3,13.985946938,38.6492990176,2878.2223307291665
148,3933.66674804688,1,13.985946938,38.6492990176,3933.66674804688
149,23878.0,5,13.985946938,38.6492990176,4775.6
150,14674.6669921875,6,13.985946938,38.6492990176,2445.77783203125
151,4467.0,2,13.985946938,38.6492990176,2233.5
152,22019.0,7,13.8713387734,38.6366907016,3145.5714285714284
153,,1,14.1243063557,38.7204940377,
154,23022.666015625,6,13.8713387734,38.6366907016,3837.1110026041665
155,19124.0,5,13.8713387734,38.6366907016,3824.8
156,36988.0,4,13.8713387734,38.6366907016,9247.0
157,6952.0,1,13.8713387734,38.6366907016,6952.0
158,27391.0,5,14.1543771073,38.6998806669,5478.2
159,14658.0,3,13.8713387734,38.6366907016,4886.0
160,34009.0,5,13.8713387734,38.6366907016,6801.8
161,36049.0,5,14.1278029513,38.7220195468,7209.8
162,10692.666015625,7,13.781326561,38.9865118422,1527.523716517857
163,11107.1923828125,3,13.781326561,38.9865118422,3702.3974609375
164,2219.33349609375,1,13.781326561,38.9865118422,2219.33349609375
165,11415.330078125,6,13.781326561,38.9865118422,1902.5550130208333
166,19562.921875,6,13.781326561,38.9865118422,3260.4869791666665
167,8576.666015625,5,13.781326561,38.9865118422,1715.333203125
168,3697.49389648438,1,13.781326561,38.9865118422,3697.49389648438
169,14732.775390625,4,13.781326561,38.9865118422,3683.19384765625
170,7613.66650390625,2,13.781326561,38.9865118422,3806.833251953125
171,9725.46875,3,13.781326561,38.9865118422,3241.8229166666665
172,9319.3330078125,5,13.781326561,38.9865118422,1863.8666015625
173,16760.0,1,14.0922904353,39.6498433792,16760.0
174,43601.2265625,5,13.691822766,39.2019014551,8720.2453125
175,17594.23046875,6,13.691822766,39.2019014551,2932.3717447916665
176,44069.453125,4,13.691822766,39.2019014551,11017.36328125
177,26628.44921875,5,13.691822766,39.2019014551,5325.68984375
178,55731.7734375,9,13.691822766,39.2019014551,6192.419270833333
179,31356.904296875,8,13.7268385142,39.3001871652,3919.613037109375
180,33123.1796875,9,13.691822766,39.2019014551,3680.3532986111113
181,50864.54296875,8,13.691822766,39.2019014551,6358.06787109375
182,2556.0,1,13.691822766,39.2019014551,2556.0
183,7282.0,5,13.691822766,39.2019014551,1456.4
184,28587.0,3,13.4799053631,39.4757236203,9529.0
185,11215.265625,2,13.691822766,39.2019014551,5607.6328125
186,26694.0,3,14.1562794699,38.899765453,8898.0
187,7424.73583984375,1,14.1562794699,38.899765453,7424.73583984375
188,23769.80078125,7,14.1562794699,38.899765453,3395.6858258928573
189,18291.400390625,4,14.1562794699,38.899765453,4572.85009765625
190,46481.44140625,4,14.1562794699,38.899765453,11620.3603515625
191,44038.0,5,14.1562794699,38.899765453,8807.6
192,32708.0,3,14.1562794699,38.899765453,10902.666666666666
193,76181.0,5,14.1562794699,38.899765453,15236.2
194,27049.6796875,5,14.1562794699,38.899765453,5409.9359375
195,58833.0,4,14.1562794699,38.899765453,14708.25
196,13746.3203125,1,14.1562794699,38.899765453,13746.3203125
197,23074.6796875,1,14.1562794699,38.899765453,23074.6796875
198,12600.1201171875,1,14.1562794699,38.899765453,12600.1201171875
199,12974.197265625,3,14.4559615944,39.4790823741,4324.732421875
200,50712.7421875,8,14.4559615944,39.4790823741,6339.0927734375
201,20467.248046875,2,14.4559615944,39.4790823741,10233.6240234375
202,5338.3291015625,1,14.4559615944,39.4790823741,5338.3291015625
203,14741.1728515625,6,14.4559615944,39.4790823741,2456.8621419270835
204,13545.5986328125,6,14.4559615944,39.4790823741,2257.5997721354165
205,50506.4921875,3,14.4559615944,39.4790823741,16835.497395833332
206,61141.6171875,7,14.4559615944,39.4790823741,8734.51674107143
207,7050.34912109375,2,14.4559615944,39.4790823741,3525.174560546875
208,9461.70703125,3,14.4559615944,39.4790823741,3153.90234375
209,44674.62109375,3,14.4559615944,39.4790823741,14891.540364583334
210,14398.0,2,14.1873882002,39.5544323791,7199.0
211,29152.0,4,14.1873882002,39.5544323791,7288.0
212,28990.0,3,14.1873882002,39.5544323791,9663.333333333334
213,30311.0,4,14.1873882002,39.5544323791,7577.75
214,19410.01953125,3,14.1873882002,39.5544323791,6470.006510416667
215,15722.0,1,14.1873882002,39.5544323791,15722.0
216,15513.0,3,14.1873882002,39.5544323791,5171.0
217,17055.0,4,14.1873882002,39.5544323791,4263.75
218,21236.0,3,14.1873882002,39.5544323791,7078.666666666667
219,19968.0,1,14.1873882002,39.5544323791,19968.0
220,16176.03125,1,14.1873882002,39.5544323791,16176.03125
221,38032.0,7,14.1873882002,39.5544323791,5433.142857142857
222,36689.0,8,14.1873882002,39.5544323791,4586.125
223,14726.69921875,3,14.2527065254,39.6508902034,4908.899739583333
224,35930.2890625,6,14.2527065254,39.6508902034,5988.381510416667
225,46473.6484375,6,14.2527065254,39.6508902034,7745.608072916667
226,23462.978515625,7,14.2527065254,39.6508902034,3351.854073660714
227,36723.3203125,6,14.2527065254,39.6508902034,6120.553385416667
228,18165.0,6,14.2527065254,39.6508902034,3027.5
229,42239.4921875,3,14.2527065254,39.6508902034,14079.830729166666
230,42288.5390625,6,14.2527065254,39.6508902034,7048.08984375
231,20504.0,4,14.2527065254,39.6508902034,5126.0
232,28121.0,5,14.2527065254,39.6508902034,5624.2
233,12368.265625,2,14.2527065254,39.6508902034,6184.1328125
234,17569.6484375,2,14.2527065254,39.6508902034,8784.82421875
235,6130.96337890625,2,14.3192174691,39.2715992602,3065.481689453125
236,17623.85546875,7,14.3192174691,39.2715992602,2517.6936383928573
237,17695.10546875,4,14.3192174691,39.2715992602,4423.7763671875
238,24662.0,5,13.445119687,39.4554479739,4932.4
239,22647.97265625,2,14.3192174691,39.2715992602,11323.986328125
240,16373.609375,6,14.3192174691,39.2715992602,2728.9348958333335
241,7341.82666015625,1,14.3192174691,39.2715992602,7341.82666015625
