hhid,totcons,LAT_DD_MOD,LON_DD_MOD
20034,82781.625,9.48618293097,11.7394204994
20035,34942.00390625,9.48618293097,11.7394204994
20036,30846.208984375,9.48618293097,11.7394204994
20037,24672.05078125,9.48618293097,11.7394204994
20038,31817.64453125,9.48618293097,11.7394204994
20040,32103.3515625,9.48618293097,11.7394204994
20041,118980.8125,8.30266963237,12.0444336999
20042,33978.2109375,8.30266963237,12.0444336999
20043,38220.74609375,8.30266963237,12.0444336999
20044,88145.65625,8.30266963237,12.0444336999
20045,49376.4140625,8.30266963237,12.0444336999
20046,224013.421875,8.30266963237,12.0444336999
20047,64163.5234375,8.30266963237,12.0444336999
20048,60667.33984375,8.30266963237,12.0444336999
20049,59693.3828125,8.30266963237,12.0444336999
20050,205872.8125,8.30266963237,12.0444336999
20051,34155.9921875,8.95937097796,12.1543140636
20052,40869.359375,8.95937097796,12.1543140636
20053,47510.66796875,8.95937097796,12.1543140636
20054,41818.79296875,8.95937097796,12.1543140636
20055,37275.8203125,8.95937097796,12.1543140636
20056,93438.6015625,8.95937097796,12.1543140636
20057,90819.703125,8.95937097796,12.1543140636
20058,63883.0078125,8.95937097796,12.1543140636
20059,27193.947265625,8.95937097796,12.1543140636
20060,97348.3828125,8.95937097796,12.1543140636
20061,42435.625,10.7021170344,13.4417466208
20062,34148.6875,10.7021170344,13.4417466208
20063,31100.318359375,10.7021170344,13.4417466208
20064,56178.09765625,10.7021170344,13.4417466208
20065,26643.98828125,10.7021170344,13.4417466208
20066,29386.298828125,10.7021170344,13.4417466208
20067,149947.546875,6.45073235155,3.32695938847
20068,31922.90234375,10.7021170344,13.4417466208
20069,26363.73046875,10.7021170344,13.4417466208
20070,44770.47265625,10.7021170344,13.4417466208
20071,103539.0546875,10.2710717474,13.3077304864
20072,65474.953125,10.2710717474,13.3077304864
20073,83897.0390625,10.2710717474,13.3077304864
20074,87105.375,10.2710717474,13.3077304864
20075,76752.734375,10.2710717474,13.3077304864
20076,56025.08984375,10.2710717474,13.3077304864
20077,199158.28125,10.2710717474,13.3077304864
20078,292863.34375,10.2710717474,13.3077304864
20080,152057.484375,10.2710717474,13.3077304864
20081,29307.5703125,10.2686739218,13.2386102614
20082,52156.765625,10.2686739218,13.2386102614
20083,45082.98046875,10.2686739218,13.2386102614
20084,164794.046875,10.2686739218,13.2386102614
20085,57634.609375,10.2686739218,13.2386102614
20086,47272.03125,10.2686739218,13.2386102614
20087,219342.15625,10.2686739218,13.2386102614
20088,47171.94140625,10.2686739218,13.2386102614
20089,92151.2578125,10.2686739218,13.2386102614
20090,47833.51171875,10.2686739218,13.2386102614
20091,30325.919921875,10.2832908043,12.8870466619
20092,42190.83203125,10.2832908043,12.8870466619
20093,79477.734375,10.2832908043,12.8870466619
20094,43627.1328125,10.2832908043,12.8870466619
20095,47756.69921875,10.2832908043,12.8870466619
20096,26204.17578125,10.2832908043,12.8870466619
20097,49838.453125,10.2832908043,12.8870466619
20098,31954.203125,10.2832908043,12.8870466619
20099,165126.203125,10.2832908043,12.8870466619
20100,47166.6875,10.2832908043,12.8870466619
20101,52227.34375,10.1941516025,12.4560676383
20102,50710.4609375,10.1941516025,12.4560676383
20103,26797.76953125,10.1941516025,12.4560676383
20104,39053.02734375,10.1941516025,12.4560676383
20105,226064.578125,10.1941516025,12.4560676383
20106,30220.8203125,10.1941516025,12.4560676383
20107,32915.4765625,10.1941516025,12.4560676383
20108,29360.12890625,10.1941516025,12.4560676383
20109,194024.1875,10.1941516025,12.4560676383
20110,45032.65234375,10.1941516025,12.4560676383
20111,42689.12890625,9.6929650288,12.6395843417
20112,89973.421875,9.6929650288,12.6395843417
20113,18457.228515625,9.6929650288,12.6395843417
20114,58540.0546875,9.6929650288,12.6395843417
20115,91727.4375,9.6929650288,12.6395843417
20116,35638.27734375,9.6929650288,12.6395843417
20117,22048.544921875,9.6929650288,12.6395843417
20118,33906.72265625,9.6929650288,12.6395843417
20119,15375.9033203125,9.6929650288,12.6395843417
20120,58048.2578125,9.6929650288,12.6395843417
30001,1573425.875,5.01159047312,7.94962641359
30002,147265.234375,5.01159047312,7.94962641359
30003,292276.25,5.01159047312,7.94962641359
30004,566366.25,5.01159047312,7.94962641359
30005,290931.25,5.01159047312,7.94962641359
30006,635941.8125,5.01159047312,7.94962641359
30007,80667.71875,5.01159047312,7.94962641359
30008,635201.0,5.01159047312,7.94962641359
30009,151117.703125,5.01159047312,7.94962641359
30010,1318486.625,5.01159047312,7.94962641359
30011,706474.0625,5.05646571817,7.91862324541
30012,1498445.875,5.05646571817,7.91862324541
30013,406953.6875,5.05646571817,7.91862324541
30015,159054.265625,5.05646571817,7.91862324541
30016,157099.734375,5.05646571817,7.91862324541
30017,292164.65625,5.05646571817,7.91862324541
30018,297182.0,5.05646571817,7.91862324541
30019,154763.640625,5.05646571817,7.91862324541
30020,522922.6875,5.05646571817,7.91862324541
30021,129097.8828125,5.07826901425,7.91162660924
30022,211797.0,5.07826901425,7.91162660924
30023,713267.125,5.07826901425,7.91162660924
30024,347280.28125,5.07826901425,7.91162660924
30025,305082.59375,5.07826901425,7.91162660924
30026,418767.5625,5.07826901425,7.91162660924
30027,660158.1875,5.07826901425,7.91162660924
30028,51950.8125,5.07826901425,7.91162660924
30029,100946.6640625,5.07826901425,7.91162660924
30030,175072.359375,5.07826901425,7.91162660924
30031,206448.0,4.93447621662,7.96732908139
30032,126472.2734375,4.93447621662,7.96732908139
30033,286114.15625,4.93447621662,7.96732908139
30034,257542.75,4.93447621662,7.96732908139
30035,63265.53125,4.93447621662,7.96732908139
30036,131114.21875,4.93447621662,7.96732908139
30037,173565.28125,4.93447621662,7.96732908139
30038,65876.984375,4.93447621662,7.96732908139
30039,68833.296875,4.93447621662,7.96732908139
30040,96259.3046875,4.93447621662,7.96732908139
30041,120570.859375,4.86465103466,7.84994924205
30042,161605.625,4.86465103466,7.84994924205
30043,982760.5625,4.86465103466,7.84994924205
30044,324692.6875,4.86465103466,7.84994924205
30045,1190672.875,4.86465103466,7.84994924205
30046,620670.125,4.86465103466,7.84994924205
30047,71287.953125,4.86465103466,7.84994924205
30048,87944.21875,4.86465103466,7.84994924205
30049,1955555.375,4.86465103466,7.84994924205
30050,492098.84375,6.27637582461,5.64120150046
30051,2398025.75,4.7633914725,7.93659582805
30052,184680.0625,4.7633914725,7.93659582805
30053,1575640.375,4.7633914725,7.93659582805
30054,182306.859375,4.7633914725,7.93659582805
30055,1076728.625,4.7633914725,7.93659582805
30056,1041834.1875,4.7633914725,7.93659582805
30057,139151.75,4.7633914725,7.93659582805
30058,92621.703125,4.7633914725,7.93659582805
30059,238941.3125,4.7633914725,7.93659582805
30060,76705.3828125,4.7633914725,7.93659582805
30061,304202.9375,4.9211152487,8.02685220823
30062,709242.0625,4.9211152487,8.02685220823
30063,431651.09375,4.9211152487,8.02685220823
30064,97259.734375,4.91094323545,7.95336950057
30065,36304.6875,4.9211152487,8.02685220823
30066,52432.34375,4.9211152487,8.02685220823
30067,655457.375,4.9211152487,8.02685220823
30069,50482.0,4.9211152487,8.02685220823
30070,230532.890625,4.9211152487,8.02685220823
30071,239376.46875,4.8273254021,8.08266879664
30072,207924.078125,4.8273254021,8.08266879664
30073,251684.546875,4.8273254021,8.08266879664
30074,70667.0703125,4.8273254021,8.08266879664
30075,4375908.0,4.8273254021,8.08266879664
30076,410200.46875,4.8273254021,8.08266879664
30077,218074.03125,4.8273254021,8.08266879664
30078,165240.359375,4.81229655902,8.20668747457
30079,903350.375,4.8273254021,8.08266879664
30080,334573.1875,4.8273254021,8.08266879664
30081,116973.9296875,4.62396354007,7.77168188394
30084,175782.34375,4.62396354007,7.77168188394
30085,123050.2421875,4.62396354007,7.77168188394
30086,288719.8125,4.62396354007,7.77168188394
30087,414901.8125,4.62396354007,7.77168188394
30088,508897.59375,4.62396354007,7.77168188394
30089,124251.53125,4.62396354007,7.77168188394
30090,300733.6875,4.62396354007,7.77168188394
30091,79707.5859375,4.68817896818,7.70875490803
30092,753633.125,5.00350192442,7.94191212047
30093,88080.1328125,4.68817896818,7.70875490803
30094,75015.7109375,4.68817896818,7.70875490803
30095,83971.8671875,4.68817896818,7.70875490803
30096,206201.125,4.68817896818,7.70875490803
30097,387778.9375,4.68817896818,7.70875490803
30098,563925.125,4.68817896818,7.70875490803
30099,66271.65625,4.68817896818,7.70875490803
30100,57167.48046875,4.68817896818,7.70875490803
30101,495409.46875,4.96466286575,7.8047042472
30102,267156.46875,4.96466286575,7.8047042472
30103,173016.6875,4.96466286575,7.8047042472
30104,306179.5,4.96466286575,7.8047042472
30105,200999.28125,4.96466286575,7.8047042472
30106,136993.875,4.96466286575,7.8047042472
30107,186424.3125,4.96466286575,7.8047042472
30108,952119.625,4.96466286575,7.8047042472
30109,73961.6640625,4.96466286575,7.8047042472
30110,689782.625,4.96466286575,7.8047042472
30111,160175.796875,4.94791457045,7.7583190461
30112,232203.609375,4.94791457045,7.7583190461
30113,296168.25,4.94791457045,7.7583190461
30115,252121.53125,4.94791457045,7.7583190461
30116,166311.21875,4.94791457045,7.7583190461
30117,139342.359375,4.94791457045,7.7583190461
30118,276763.8125,4.94791457045,7.7583190461
30119,267085.53125,4.94791457045,7.7583190461
30120,158275.140625,4.94791457045,7.7583190461
30121,161952.90625,5.08858328195,7.73858652865
30122,85717.5859375,5.08858328195,7.73858652865
30123,188698.34375,5.08858328195,7.73858652865
30124,117513.96875,5.08858328195,7.73858652865
30125,108357.265625,5.08858328195,7.73858652865
30126,40710.74609375,5.08858328195,7.73858652865
30127,323917.0,5.08858328195,7.73858652865
30128,147336.53125,5.08858328195,7.73858652865
30129,212533.078125,5.08858328195,7.73858652865
30130,250678.515625,5.08858328195,7.73858652865
30131,399323.3125,5.276399221,7.72157200275
30132,78080.1015625,5.276399221,7.72157200275
30133,93161.6796875,5.276399221,7.72157200275
30134,120664.984375,5.276399221,7.72157200275
30135,183540.0,5.276399221,7.72157200275
30137,117200.8125,5.276399221,7.72157200275
30138,116255.96875,5.276399221,7.72157200275
30139,162619.828125,5.276399221,7.72157200275
30140,132910.953125,5.276399221,7.72157200275
30141,101776.6640625,5.15341945792,7.59318224517
30142,108891.8671875,5.15341945792,7.59318224517
30143,292013.875,5.15341945792,7.59318224517
30145,169666.671875,5.16699835431,7.71292011629
30146,64686.41015625,5.15341945792,7.59318224517
30147,49197.6484375,5.15341945792,7.59318224517
30148,129401.75,5.15341945792,7.59318224517
30149,60628.671875,5.15341945792,7.59318224517
40001,55684.82421875,6.1285244189,6.77187514997
40002,200420.25,6.1285244189,6.77187514997
40003,343628.1875,6.1285244189,6.77187514997
40005,396347.53125,6.1285244189,6.77187514997
40006,305521.09375,6.1285244189,6.77187514997
40007,125551.8984375,6.1285244189,6.77187514997
40008,144645.9375,6.1285244189,6.77187514997
40009,175185.0,6.1285244189,6.77187514997
40010,107892.15625,6.1285244189,6.77187514997
40011,105864.2890625,6.13830921581,6.79309260454
40012,165465.0,6.13830921581,6.79309260454
40013,589867.375,6.13830921581,6.79309260454
40015,201465.859375,6.13830921581,6.79309260454
40016,1114631.0,6.13830921581,6.79309260454
40017,413665.21875,6.13830921581,6.79309260454
40018,97137.1875,6.13830921581,6.79309260454
40019,169761.59375,6.13830921581,6.79309260454
40020,176900.0625,6.13830921581,6.79309260454
40021,86307.1875,6.11297496554,6.77271141087
40022,61895.4453125,6.11297496554,6.77271141087
40023,51334.8359375,6.11297496554,6.77271141087
40025,158270.859375,6.11297496554,6.77271141087
40026,235862.875,6.11297496554,6.77271141087
40027,138550.828125,6.11297496554,6.77271141087
40028,148036.5,6.11297496554,6.77271141087
40029,213475.96875,5.7940487147,7.93329791673
40030,176950.9375,6.11297496554,6.77271141087
40032,172391.921875,5.98466768886,6.90304610994
40033,444776.90625,5.98466768886,6.90304610994
40034,132936.15625,5.98466768886,6.90304610994
40036,117520.8828125,5.98466768886,6.90304610994
40037,164398.859375,5.98466768886,6.90304610994
40039,356959.09375,5.98466768886,6.90304610994
40040,178483.734375,5.98466768886,6.90304610994
40041,140775.84375,5.92433724341,6.99014119434
40042,50577.5390625,5.92433724341,6.99014119434
40043,1423137.625,5.92433724341,6.99014119434
40044,655571.5,5.92433724341,6.99014119434
40045,130745.0390625,5.92433724341,6.99014119434
40046,116529.2265625,5.92433724341,6.99014119434
40047,72696.6953125,5.92433724341,6.99014119434
40048,366035.40625,5.92433724341,6.99014119434
40049,302181.78125,5.92433724341,6.99014119434
40052,419185.28125,6.16779029063,7.00668904073
40053,255605.84375,6.16779029063,7.00668904073
40054,229633.96875,6.16779029063,7.00668904073
40055,80036.140625,6.16779029063,7.00668904073
40056,112246.078125,6.16779029063,7.00668904073
40057,213559.640625,6.16779029063,7.00668904073
40058,102779.234375,6.16779029063,7.00668904073
40059,204422.40625,6.16779029063,7.00668904073
40060,157436.625,6.16779029063,7.00668904073
40062,109193.5625,6.29487701088,7.06416881346
40063,101512.25,6.29487701088,7.06416881346
40064,58628.703125,6.29487701088,7.06416881346
40065,226308.296875,6.29487701088,7.06416881346
40066,255405.765625,6.29487701088,7.06416881346
40067,146589.71875,6.29487701088,7.06416881346
40068,284311.59375,6.16672923653,7.04307921477
40069,329567.71875,6.29487701088,7.06416881346
40070,222119.484375,6.29487701088,7.06416881346
40071,177111.375,6.31316440344,6.96516116294
40072,101226.46875,6.31316440344,6.96516116294
40073,134501.59375,6.31316440344,6.96516116294
40074,121301.3828125,6.31316440344,6.96516116294
40075,163066.03125,6.31316440344,6.96516116294
40076,183411.21875,6.31316440344,6.96516116294
40077,222726.96875,6.31316440344,6.96516116294
40078,392328.78125,6.31316440344,6.96516116294
40079,201158.015625,6.31316440344,6.96516116294
40080,229483.078125,6.31316440344,6.96516116294
40081,47621.05078125,6.10137761736,7.18988708702
40082,103149.8515625,6.10137761736,7.18988708702
40083,215089.28125,6.10137761736,7.18988708702
40084,284286.8125,6.10137761736,7.18988708702
40085,121288.6015625,6.10137761736,7.18988708702
40086,122896.1640625,6.10137761736,7.18988708702
40088,173022.125,6.10137761736,7.18988708702
40089,110379.1171875,6.10137761736,7.18988708702
40090,74006.609375,6.10137761736,7.18988708702
40092,192199.96875,6.00420085033,7.05712166484
40093,216921.203125,6.00420085033,7.05712166484
40094,458030.9375,6.00420085033,7.05712166484
40095,359267.03125,6.00420085033,7.05712166484
40096,470220.0625,6.00420085033,7.05712166484
40097,376872.75,6.00420085033,7.05712166484
40098,361398.8125,6.00420085033,7.05712166484
40099,261875.53125,6.00420085033,7.05712166484
40100,94024.4140625,6.00420085033,7.05712166484
40101,84963.5703125,5.8249809823,6.86724219974
40102,96254.671875,5.8249809823,6.86724219974
40103,40866.98828125,5.8249809823,6.86724219974
40104,72250.8359375,5.8249809823,6.86724219974
40105,116928.109375,5.8249809823,6.86724219974
40106,78878.8203125,5.8249809823,6.86724219974
40107,92885.59375,5.8249809823,6.86724219974
40108,50031.6015625,5.8249809823,6.86724219974
40109,174097.703125,5.8249809823,6.86724219974
40110,140022.5,5.8249809823,6.86724219974
40111,148836.34375,5.87050766081,6.89768044152
40112,99023.8828125,5.87050766081,6.89768044152
40113,80138.7421875,5.87050766081,6.89768044152
40114,117302.625,5.87050766081,6.89768044152
40115,64123.25,5.87050766081,6.89768044152
40116,223618.859375,5.87050766081,6.89768044152
40117,91421.4375,5.87050766081,6.89768044152
40118,143332.203125,5.87050766081,6.89768044152
40119,125481.2734375,5.87050766081,6.89768044152
40120,239924.828125,5.87050766081,6.89768044152
40121,132333.734375,6.10526707784,6.91715445736
40122,78420.734375,6.10526707784,6.91715445736
40123,91832.796875,6.10526707784,6.91715445736
40124,223595.375,6.10526707784,6.91715445736
40125,214970.625,6.10526707784,6.91715445736
40126,74496.7265625,6.10526707784,6.91715445736
40128,50807.140625,6.10526707784,6.91715445736
40129,178003.59375,6.10526707784,6.91715445736
40130,640532.625,6.10526707784,6.91715445736
40131,67216.21875,6.55332176691,7.02906000742
40133,177393.28125,6.55332176691,7.02906000742
40134,75046.0859375,6.55332176691,7.02906000742
40135,171090.0625,6.55332176691,7.02906000742
40136,60145.82421875,6.55332176691,7.02906000742
40137,132933.4375,6.55332176691,7.02906000742
40138,135377.96875,6.55332176691,7.02906000742
40139,90094.4375,6.51865254779,6.95442045214
40140,168866.078125,6.55332176691,7.02906000742
40141,128554.734375,6.13080945767,6.95268589556
40142,130041.5,6.13080945767,6.95268589556
40143,62924.8828125,6.13080945767,6.95268589556
40144,623582.625,6.13080945767,6.95268589556
40145,153497.015625,6.13080945767,6.95268589556
40146,299566.96875,6.13080945767,6.95268589556
40147,134449.0625,6.13080945767,6.95268589556
40148,86195.09375,6.13080945767,6.95268589556
40149,118955.1484375,6.13080945767,6.95268589556
40150,453479.78125,6.19570728833,7.05534761125
40151,223868.453125,6.1245359666,6.94962416146
40152,62367.125,6.1245359666,6.94962416146
40153,703763.6875,6.1245359666,6.94962416146
40154,53362.7734375,6.1245359666,6.94962416146
40155,72718.8515625,6.1245359666,6.94962416146
40156,213023.703125,6.1245359666,6.94962416146
40157,83255.0546875,6.1245359666,6.94962416146
40158,157792.046875,6.1245359666,6.94962416146
40159,201435.765625,6.1245359666,6.94962416146
40160,158767.484375,6.1245359666,6.94962416146
40161,141597.53125,6.02557845775,7.02851464405
40162,308864.78125,6.02557845775,7.02851464405
40163,112947.859375,6.02557845775,7.02851464405
40164,148984.203125,6.02557845775,7.02851464405
40165,435456.03125,5.01307122438,8.32851956354
40166,111619.6875,6.02557845775,7.02851464405
40167,66940.2890625,6.02557845775,7.02851464405
40168,258216.734375,6.02557845775,7.02851464405
40169,371286.90625,6.02557845775,7.02851464405
40170,153369.015625,6.02557845775,7.02851464405
40171,106925.46875,6.24153758762,6.9368284516
40172,103383.421875,6.24153758762,6.9368284516
40173,92065.625,6.24153758762,6.9368284516
40174,236869.875,6.24153758762,6.9368284516
40175,83606.734375,6.24153758762,6.9368284516
40176,325028.0625,6.24153758762,6.9368284516
40177,473752.6875,6.24153758762,6.9368284516
40178,317813.0,6.24153758762,6.9368284516
40180,356494.5625,6.24153758762,6.9368284516
40181,152080.421875,6.07262558501,6.83932595204
40182,104851.796875,6.07262558501,6.83932595204
40183,105944.7578125,6.07262558501,6.83932595204
40184,115469.8125,6.07262558501,6.83932595204
40185,609238.9375,6.07262558501,6.83932595204
40186,232181.375,6.07262558501,6.83932595204
40187,748504.6875,6.07262558501,6.83932595204
40188,181459.8125,6.07262558501,6.83932595204
40189,180969.96875,6.07262558501,6.83932595204
40190,65253.8828125,6.07262558501,6.83932595204
40191,324346.09375,5.98776036565,7.09183471113
40192,192566.34375,5.98776036565,7.09183471113
40193,82120.390625,5.98776036565,7.09183471113
40194,120602.2265625,5.98776036565,7.09183471113
40195,1090537.75,5.98776036565,7.09183471113
40196,532505.0,5.98776036565,7.09183471113
40197,385455.375,5.98776036565,7.09183471113
40198,74540.6953125,5.98776036565,7.09183471113
40199,154844.671875,5.98776036565,7.09183471113
40200,245454.296875,5.98776036565,7.09183471113
40201,238739.390625,6.30707299833,6.97017505862
40202,94021.1953125,6.30707299833,6.97017505862
40203,171853.46875,6.30707299833,6.97017505862
40204,161116.25,6.30707299833,6.97017505862
40206,141297.09375,6.30707299833,6.97017505862
40207,80141.671875,6.30707299833,6.97017505862
40208,117400.2421875,6.30707299833,6.97017505862
40209,246723.640625,6.30707299833,6.97017505862
40210,1287902.5,6.30707299833,6.97017505862
40211,160049.578125,6.35401498931,6.83825461618
40212,120794.390625,6.35401498931,6.83825461618
40213,176105.375,6.35401498931,6.83825461618
40214,215661.734375,6.35401498931,6.83825461618
40215,345955.5,6.35401498931,6.83825461618
40216,109380.546875,6.35401498931,6.83825461618
40217,85922.0234375,6.35401498931,6.83825461618
40218,95326.2734375,6.35401498931,6.83825461618
40220,124662.890625,6.35401498931,6.83825461618
50001,41938.296875,10.0746622967,9.60863965762
50002,37489.7421875,10.0746622967,9.60863965762
50003,119941.4296875,10.0746622967,9.60863965762
50004,40274.94140625,10.0746622967,9.60863965762
50005,62564.22265625,10.0746622967,9.60863965762
50006,45349.96875,10.0746622967,9.60863965762
50007,46087.48046875,10.0746622967,9.60863965762
50008,69787.828125,10.0746622967,9.60863965762
50009,49107.83984375,10.0746622967,9.60863965762
50010,116651.7265625,10.0746622967,9.60863965762
50011,92415.578125,10.3043968777,9.84682965897
50012,104356.2109375,10.3043968777,9.84682965897
50013,231955.78125,10.3043968777,9.84682965897
50014,102272.7578125,10.3043968777,9.84682965897
50015,108498.75,10.3043968777,9.84682965897
50016,107335.7734375,10.3043968777,9.84682965897
50017,112994.6875,10.3043968777,9.84682965897
50018,148036.015625,10.3043968777,9.84682965897
50019,90564.96875,10.3043968777,9.84682965897
50020,168377.5625,10.3043968777,9.84682965897
50021,28019.388671875,10.7770268111,9.17261204795
50022,61603.41015625,10.7770268111,9.17261204795
50023,93751.28125,10.7770268111,9.17261204795
50024,82854.3359375,10.7770268111,9.17261204795
50025,18808.65234375,10.7770268111,9.17261204795
50026,58311.80078125,10.7770268111,9.17261204795
50027,90863.0078125,10.7770268111,9.17261204795
50028,27896.845703125,10.7770268111,9.17261204795
50029,34459.6484375,10.7770268111,9.17261204795
50030,58488.7109375,10.7770268111,9.17261204795
50031,85662.0859375,10.2374167796,10.1316668985
50032,109079.953125,10.2374167796,10.1316668985
50033,71289.625,10.2374167796,10.1316668985
